# PERIOD,csn_export_2026-05-01.csv
actor,seller,verb,quantity,item,amount_coins,timestamp_iso
Infinicht,Jacob1304,bought,16,Pearlescent Froglight,125,2026-05-25T10:36:06.741Z
CalebTheSecond,Jacob1304,bought,20,Iron Ingot,550,2026-05-25T10:08:06.741Z
CalebTheSecond,Jacob1304,bought,10,Gold Ingot,1020,2026-05-25T10:08:06.741Z
CalebTheSecond,Jacob1304,bought,64,Redstone Block,1250,2026-05-25T10:08:06.741Z
CalebTheSecond,Jacob1304,sold,64,Light Blue Wool,-450,2026-05-25T10:08:06.741Z
CalebTheSecond,Jacob1304,sold,256,Cyan Wool,-1800,2026-05-25T10:08:06.741Z
Infinicht,Jacob1304,sold,24,Baked Potato,-22.5,2026-05-25T10:07:06.741Z
Infinicht,Jacob1304,bought,42,Cooked Beef,607.03,2026-05-25T10:07:06.741Z
Infinicht,Jacob1304,bought,128,Cooked Beef,1850,2026-05-25T10:07:06.741Z
CalebTheSecond,Jacob1304,bought,40,Iron Ingot,1100,2026-05-25T09:49:07.543Z
CalebTheSecond,Jacob1304,sold,45,Cyan Wool,-316.41,2026-05-25T09:49:07.544Z
CalebTheSecond,Jacob1304,sold,384,Cyan Wool,-2700,2026-05-25T09:49:07.544Z
VEoN_Marten,Jacob1304,bought,10,Slime Ball,345,2026-05-25T09:16:07.544Z
VEoN_Marten,Jacob1304,bought,30,Iron Ingot,825,2026-05-25T08:36:07.544Z
CalebTheSecond,Jacob1304,sold,60,Cyan Wool,-421.88,2026-05-25T08:06:07.544Z
CalebTheSecond,Jacob1304,sold,192,Cyan Wool,-1350,2026-05-25T08:06:07.544Z
CalebTheSecond,Jacob1304,sold,28,Red Wool,-196.88,2026-05-25T08:06:07.544Z
CalebTheSecond,Jacob1304,sold,53,Cyan Wool,-372.66,2026-05-25T08:00:07.544Z
CalebTheSecond,Jacob1304,sold,448,Cyan Wool,-3150,2026-05-25T08:00:08.444Z
CalebTheSecond,Jacob1304,sold,11,Light Blue Wool,-77.34,2026-05-25T08:00:08.444Z
CalebTheSecond,Jacob1304,sold,256,Light Blue Wool,-1800,2026-05-25T08:00:08.444Z
CalebTheSecond,Jacob1304,sold,18,Cyan Wool,-126.56,2026-05-25T07:54:08.445Z
CalebTheSecond,Jacob1304,sold,640,Cyan Wool,-4500,2026-05-25T07:54:08.445Z
CalebTheSecond,Jacob1304,sold,6,Cyan Wool,-42.19,2026-05-25T07:42:08.445Z
CalebTheSecond,Jacob1304,sold,192,Light Blue Wool,-1350,2026-05-25T07:42:08.445Z
CalebTheSecond,Jacob1304,sold,5,Light Blue Wool,-35.16,2026-05-25T07:26:09.243Z
CalebTheSecond,Jacob1304,bought,50,Iron Ingot,1375,2026-05-25T07:12:09.244Z
CalebTheSecond,Jacob1304,bought,40,Gold Ingot,4080,2026-05-25T07:12:09.244Z
CalebTheSecond,Jacob1304,sold,960,Light Blue Wool,-6750,2026-05-25T07:11:09.244Z
Luabee,Jacob1304,bought,768,Experience Bottle,5700,2026-05-25T06:58:09.244Z
CalebTheSecond,Jacob1304,bought,20,Gold Ingot,2040,2026-05-25T06:56:09.244Z
Hamburger___Man,Jacob1304,bought,3306,Hay Block,51656.25,2026-05-25T05:02:09.244Z
Hamburger___Man,Jacob1304,sold,256,Hay Block,-3600,2026-05-25T04:59:09.244Z
SirElite360,Jacob1304,bought,1,Ender Pearl,150,2026-05-25T04:58:09.244Z
Normal_DragonMan,Jacob1304,sold,1,Cactus,-1.17,2026-05-25T04:02:10.045Z
Normal_DragonMan,Jacob1304,sold,128,Cactus,-150,2026-05-25T04:02:10.046Z
Normal_DragonMan,Jacob1304,sold,128,Bone Block,-800,2026-05-25T04:02:10.046Z
Normal_DragonMan,Jacob1304,sold,192,Scaffolding,-216,2026-05-25T04:01:10.046Z
Normal_DragonMan,Jacob1304,sold,14,Coal Block,-185.94,2026-05-25T04:01:10.046Z
Normal_DragonMan,Jacob1304,sold,64,Coal Block,-850,2026-05-25T04:01:10.046Z
Normal_DragonMan,Jacob1304,sold,54,Birch Log,-181.41,2026-05-25T04:01:10.046Z
Normal_DragonMan,Jacob1304,sold,128,Birch Log,-430,2026-05-25T04:01:10.046Z
Normal_DragonMan,Jacob1304,sold,64,Experience Bottle,-300,2026-05-25T04:00:10.046Z
StufdMonkey,Jacob1304,bought,2,Ender Pearl,300,2026-05-25T03:55:10.046Z
Normal_DragonMan,Jacob1304,sold,64,Wheat Seeds,-29,2026-05-25T03:37:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Cocoa Beans,-43,2026-05-25T03:37:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Apple,-1344,2026-05-25T03:36:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Sweet Berries,-25,2026-05-25T03:36:10.946Z
Normal_DragonMan,Jacob1304,sold,128,Cooked Beef,-1000,2026-05-25T03:36:10.946Z
Normal_DragonMan,Jacob1304,sold,16,Egg,-20,2026-05-25T03:36:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Sugar Cane,-64,2026-05-25T03:36:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Bamboo,-100,2026-05-25T03:35:10.946Z
Normal_DragonMan,Jacob1304,sold,64,Cherry Sapling,-250,2026-05-25T03:35:10.946Z
Normal_DragonMan,Jacob1304,sold,32,Mangrove Propagule,-200,2026-05-25T03:35:10.947Z
Normal_DragonMan,Jacob1304,sold,64,Acacia Sapling,-280,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,64,Birch Sapling,-200,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,37,Dark Oak Sapling,-104.06,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,64,Oak Sapling,-200,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,64,Acacia Log,-245,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,61,Cherry Log,-162.03,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,64,Oak Log,-215,2026-05-25T03:35:11.848Z
Normal_DragonMan,Jacob1304,sold,1,Shulker Box,-9700,2026-05-25T03:22:11.848Z
Normal_DragonMan,Jacob1304,sold,192,Book,-2688,2026-05-25T03:21:11.848Z
Normal_DragonMan,Jacob1304,sold,128,Copper Block,-1280,2026-05-25T03:21:11.848Z
Normal_DragonMan,Jacob1304,sold,192,Bone Block,-1200,2026-05-25T03:20:12.649Z
Normal_DragonMan,Jacob1304,sold,128,Lapis Block,-1050,2026-05-25T02:39:12.649Z
Normal_DragonMan,Jacob1304,sold,320,Copper Block,-3200,2026-05-25T02:39:12.649Z
Normal_DragonMan,Jacob1304,sold,256,Experience Bottle,-1200,2026-05-25T02:38:12.649Z
Chidius,Jacob1304,bought,18,Dirt,50.34,2026-05-25T02:38:12.650Z
Chidius,Jacob1304,bought,1664,Dirt,4654,2026-05-25T02:38:12.650Z
Chidius,Jacob1304,sold,256,Coarse Dirt,-400,2026-05-25T02:38:12.650Z
Chidius,Jacob1304,bought,256,Coarse Dirt,440,2026-05-25T02:38:12.650Z
Chidius,Jacob1304,bought,1728,Dirt,4833,2026-05-25T02:24:12.650Z
Chidius,Jacob1304,bought,46,Dirt,128.66,2026-05-25T02:24:13.549Z
Silonnz,Jacob1304,bought,1,Beacon,30000,2026-05-25T01:24:13.549Z
nanamustdie,Jacob1304,bought,78,Tnt,18720,2026-05-24T23:58:13.549Z
nanamustdie,Jacob1304,sold,2,Cobweb,-25,2026-05-24T23:57:13.549Z
nanamustdie,Jacob1304,bought,130,Cobweb,2275,2026-05-24T23:57:13.549Z
nanamustdie,Jacob1304,bought,3,Shulker Box,29400,2026-05-24T23:57:13.549Z
VelvetyCake,Jacob1304,bought,192,Hay Block,3000,2026-05-24T23:11:13.550Z
MinervaThorn,Jacob1304,bought,64,Mycelium,130,2026-05-24T22:20:13.550Z
Nagito_k0m43d4,Jacob1304,bought,64,Baked Potato,64,2026-05-24T22:19:13.550Z
Alithium12,Jacob1304,sold,34,Gray Wool,-239.06,2026-05-24T22:09:14.349Z
Alithium12,Jacob1304,sold,1280,Gray Wool,-9000,2026-05-24T22:09:14.350Z
Alithium12,Jacob1304,sold,6,Gray Wool,-42.19,2026-05-24T22:05:14.350Z
Alithium12,Jacob1304,sold,57,Light Gray Wool,-400.78,2026-05-24T22:05:14.350Z
Alithium12,Jacob1304,sold,1280,Light Gray Wool,-9000,2026-05-24T22:05:14.350Z
prince_emperor,Jacob1304,sold,15,Red Wool,-105.47,2026-05-24T21:42:14.350Z
gbfoust99,Jacob1304,sold,64,Gilded Blackstone,-9600,2026-05-24T21:12:14.350Z
gbfoust99,Jacob1304,bought,64,Gilded Blackstone,12800,2026-05-24T21:10:14.350Z
SirElite360,Jacob1304,bought,64,Cooked Beef,925,2026-05-24T21:01:14.350Z
SirElite360,Jacob1304,sold,39,Spider Eye,-643.5,2026-05-24T21:01:14.350Z
Saxn_,Jacob1304,bought,3392,Glass,15900,2026-05-24T20:37:15.150Z
generalskeleto2,Jacob1304,bought,1984,Sand,3100,2026-05-24T20:17:15.150Z
Infinicht,Jacob1304,bought,14,Cooked Beef,202.34,2026-05-24T20:05:15.150Z
Infinicht,Jacob1304,bought,8,Cooked Beef,115.63,2026-05-24T20:04:15.151Z
Infinicht,Jacob1304,bought,192,Cooked Beef,2775,2026-05-24T20:04:15.151Z
Infinicht,Jacob1304,bought,2816,Cooked Beef,40700,2026-05-24T19:24:15.151Z
Infinicht,Jacob1304,sold,4,Hay Block,-56.25,2026-05-24T19:23:15.151Z
ZAXCHSO,Jacob1304,bought,64,Glass,300,2026-05-24T18:52:15.151Z
Aqua455531,Jacob1304,bought,20,Diamond,1020,2026-05-24T18:40:15.151Z
KingTurtle168,Jacob1304,bought,894,Stone Bricks,1676.25,2026-05-24T18:06:15.151Z
Ganondorfer,Jacob1304,bought,64,Spruce Log,170,2026-05-24T17:54:15.951Z
Maulladora,Jacob1304,bought,70,Cobweb,1225,2026-05-24T17:32:15.951Z
Maulladora,Jacob1304,bought,64,Tnt,15360,2026-05-24T17:32:15.951Z
SkipiusTG,Jacob1304,bought,1088,Grass Block,5100,2026-05-24T16:14:15.951Z
KingTurtle168,Jacob1304,bought,320,Sand,500,2026-05-24T16:12:15.951Z
SkipiusTG,Jacob1304,bought,704,Grass Block,3300,2026-05-24T16:07:15.951Z
AlarmingDoc,Jacob1304,sold,6,Magma Block,-18.28,2026-05-24T16:07:15.951Z
AlarmingDoc,Jacob1304,sold,320,Netherrack,-200,2026-05-24T16:07:15.952Z
Giraffecat77,Jacob1304,bought,1,Shulker Box,9800,2026-05-24T16:06:15.952Z
Giraffecat77,Jacob1304,sold,192,Glass,-750,2026-05-24T16:06:15.952Z
KingTurtle168,Jacob1304,bought,512,Sand,800,2026-05-24T15:54:16.852Z
KingTurtle168,Jacob1304,bought,3,Sponge,7500,2026-05-24T15:51:16.854Z
AlarmingDoc,Jacob1304,sold,16,Pearlescent Froglight,-87.5,2026-05-24T15:42:16.854Z
Giraffecat77,Jacob1304,bought,64,Hay Block,1000,2026-05-24T15:41:16.854Z
Giraffecat77,Jacob1304,sold,53,Hay Block,-745.31,2026-05-24T15:41:16.854Z
Giraffecat77,Jacob1304,bought,192,Hay Block,3000,2026-05-24T15:36:16.854Z
Silonnz,Jacob1304,bought,192,Packed Mud,1185,2026-05-24T15:30:16.854Z
SonsyPython7532,Jacob1304,sold,64,Obsidian,-750,2026-05-24T15:25:16.854Z
Silonnz,Jacob1304,bought,320,Packed Mud,1975,2026-05-24T15:22:16.854Z
rol1er_the_great,Jacob1304,sold,16,Dirt,-43.5,2026-05-24T15:21:16.855Z
Silonnz,Jacob1304,bought,448,Packed Mud,2765,2026-05-24T15:07:17.655Z
Silonnz,Jacob1304,bought,448,Smooth Stone,1330,2026-05-24T15:06:17.655Z
Infinicht,Jacob1304,sold,2796,Hay Block,-39318.75,2026-05-24T14:07:17.655Z
Giraffecat77,Jacob1304,sold,896,Red Nether Bricks,-4900,2026-05-24T12:53:17.655Z
Giraffecat77,Jacob1304,sold,1280,Magenta Wool,-9000,2026-05-24T12:43:17.655Z
Giraffecat77,Jacob1304,sold,1024,Yellow Wool,-7200,2026-05-24T12:42:17.655Z
Giraffecat77,Jacob1304,sold,1216,Green Wool,-8550,2026-05-24T12:42:17.655Z
Giraffecat77,Jacob1304,sold,384,Red Wool,-2700,2026-05-24T12:42:17.656Z
Giraffecat77,Jacob1304,sold,2176,Green Wool,-15300,2026-05-24T12:37:17.656Z
FunneMonke123,Jacob1304,bought,64,Obsidian,800,2026-05-24T12:36:18.556Z
FunneMonke123,Jacob1304,bought,10,Blaze Powder,310,2026-05-24T12:36:18.556Z
FunneMonke123,Jacob1304,bought,1,Ender Pearl,150,2026-05-24T12:36:18.556Z
Giraffecat77,Jacob1304,sold,576,Yellow Wool,-4050,2026-05-24T12:35:18.556Z
Giraffecat77,Jacob1304,sold,152,Red Wool,-1068.75,2026-05-24T12:35:18.556Z
Giraffecat77,Jacob1304,bought,29,Verdant Froglight,226.56,2026-05-24T12:19:18.556Z
Giraffecat77,Jacob1304,bought,576,Verdant Froglight,4500,2026-05-24T12:19:18.556Z
Giraffecat77,Jacob1304,bought,9,Pearlescent Froglight,70.31,2026-05-24T12:19:18.557Z
Giraffecat77,Jacob1304,bought,192,Pearlescent Froglight,1500,2026-05-24T12:19:18.557Z
Giraffecat77,Jacob1304,bought,2,Ochre Froglight,15.63,2026-05-24T12:18:18.557Z
Giraffecat77,Jacob1304,bought,64,Ochre Froglight,500,2026-05-24T12:18:19.357Z
Giraffecat77,Jacob1304,sold,2,Ancient Debris,-3300,2026-05-24T12:18:19.357Z
Silonnz,Jacob1304,bought,8,Sponge,20000,2026-05-24T11:47:19.358Z
VEoN_Marten,Jacob1304,bought,192,Glass,900,2026-05-24T11:44:19.358Z
CalebTheSecond,Jacob1304,sold,62,Gray Wool,-435.94,2026-05-24T11:41:19.358Z
CalebTheSecond,Jacob1304,sold,384,Gray Wool,-2700,2026-05-24T11:41:19.358Z
Mertilizm,Jacob1304,bought,64,Cooked Beef,925,2026-05-24T11:13:19.358Z
Mertilizm,Jacob1304,bought,192,Grass Block,900,2026-05-24T11:12:19.358Z
Giraffecat77,Jacob1304,sold,5,Sandstone,-23.44,2026-05-24T11:03:19.358Z
Giraffecat77,Jacob1304,sold,720,Sand,-1012.5,2026-05-24T11:03:19.358Z
Giraffecat77,Jacob1304,sold,2432,Stone,-3420,2026-05-24T10:55:20.159Z
Giraffecat77,Jacob1304,sold,59,Sandstone,-276.56,2026-05-24T10:52:20.159Z
Giraffecat77,Jacob1304,sold,512,Sandstone,-2400,2026-05-24T10:52:20.159Z
Giraffecat77,Jacob1304,bought,8,Gilded Blackstone,1600,2026-05-24T10:47:20.159Z
Giraffecat77,Jacob1304,sold,1024,Stone,-1440,2026-05-24T10:47:20.159Z
Giraffecat77,Jacob1304,sold,640,Andesite,-1450,2026-05-24T10:47:20.159Z
Giraffecat77,Jacob1304,sold,44,Dirt,-119.63,2026-05-24T10:47:20.160Z
Giraffecat77,Jacob1304,sold,320,Dirt,-870,2026-05-24T10:46:20.160Z
Giraffecat77,Jacob1304,sold,384,Glass,-1500,2026-05-24T10:46:20.160Z
Giraffecat77,Jacob1304,bought,21,Spore Blossom,7350,2026-05-24T10:33:20.160Z
rol1er_the_great,Jacob1304,sold,62,Dirt,-168.56,2026-05-24T10:01:21.139Z
Alithium12,Jacob1304,sold,64,Light Gray Wool,-450,2026-05-24T09:57:21.140Z
rol1er_the_great,Jacob1304,sold,18,Dirt,-48.94,2026-05-24T09:47:21.140Z
rol1er_the_great,Jacob1304,sold,1024,Dirt,-2784,2026-05-24T09:47:21.140Z
rol1er_the_great,Jacob1304,sold,52,Dirt,-141.38,2026-05-24T09:35:21.140Z
rol1er_the_great,Jacob1304,sold,640,Dirt,-1740,2026-05-24T09:35:21.140Z
T1_Cheap,Jacob1304,bought,320,Honeycomb Block,1950,2026-05-24T09:28:21.140Z
LavaaX,Jacob1304,bought,8,Torchflower,480,2026-05-24T08:26:21.140Z
LavaaX,Jacob1304,bought,192,Wildflowers,960,2026-05-24T08:25:21.946Z
Binkusthe1st,Jacob1304,bought,320,Glow Berries,380,2026-05-24T07:12:21.946Z
DariusJOHNSON,Jacob1304,bought,1344,Hay Block,21000,2026-05-24T07:02:21.946Z
Jguy123,Jacob1304,bought,320,Hay Block,5000,2026-05-24T06:30:21.946Z
T1_Cheap,Jacob1304,bought,64,Amethyst Block,260,2026-05-24T03:56:21.946Z
T1_Cheap,Jacob1304,bought,128,Honeycomb Block,780,2026-05-24T03:04:21.946Z
T1_Cheap,Jacob1304,bought,256,Amethyst Block,1040,2026-05-24T03:04:21.946Z
NavyCircle21209,Jacob1304,sold,36,Obsidian,-421.88,2026-05-24T02:51:21.946Z
Infinicht,Jacob1304,bought,10,Cooked Beef,144.53,2026-05-24T00:34:21.946Z
nanamustdie,Jacob1304,sold,840,Prismarine Bricks,-9187.5,2026-05-24T00:14:21.946Z
nanamustdie,Jacob1304,sold,6,Hay Block,-84.38,2026-05-24T00:14:22.795Z
nanamustdie,Jacob1304,sold,640,Hay Block,-9000,2026-05-24T00:14:22.796Z
T1_Cheap,Jacob1304,bought,128,Amethyst Block,520,2026-05-24T00:07:22.796Z
VelvetyCake,Jacob1304,bought,384,Glass,1800,2026-05-23T23:46:22.796Z
T1_Cheap,Jacob1304,bought,192,Honeycomb Block,1170,2026-05-23T23:41:22.796Z
T1_Cheap,Jacob1304,bought,320,Amethyst Block,1300,2026-05-23T23:41:22.796Z
VelvetyCake,Jacob1304,bought,256,Hay Block,4000,2026-05-23T23:36:22.796Z
BlackManSwag,Jacob1304,bought,200,Gunpowder,21980,2026-05-23T23:30:22.796Z
azareoth,Jacob1304,bought,1472,Dirt,4117,2026-05-23T22:31:22.796Z
johnsmat,Jacob1304,bought,640,Hay Block,10000,2026-05-23T22:21:23.645Z
EyelessMC,Jacob1304,bought,320,Mangrove Log,3000,2026-05-23T22:12:23.645Z
EyelessMC,Jacob1304,bought,192,Sandstone,1050,2026-05-23T22:12:23.647Z
EyelessMC,Jacob1304,bought,256,Sand,400,2026-05-23T22:12:23.647Z
azareoth,Jacob1304,bought,1100,Stone,2062.5,2026-05-23T22:08:23.647Z
Alithium12,Jacob1304,sold,424,Light Gray Wool,-2981.25,2026-05-23T21:54:23.647Z
Alithium12,Jacob1304,sold,62,Gray Wool,-435.94,2026-05-23T21:54:23.647Z
Alithium12,Jacob1304,sold,256,Gray Wool,-1800,2026-05-23T21:54:23.647Z
Alithium12,Jacob1304,sold,13,Black Wool,-91.41,2026-05-23T21:54:23.647Z
Alithium12,Jacob1304,sold,1664,Black Wool,-11700,2026-05-23T21:54:23.647Z
Alithium12,Jacob1304,sold,49,Black Wool,-344.53,2026-05-23T21:50:24.486Z
Alithium12,Jacob1304,sold,192,Light Gray Wool,-1350,2026-05-23T21:49:24.486Z
Alithium12,Jacob1304,sold,2,Brown Wool,-14.06,2026-05-23T21:33:24.486Z
Alithium12,Jacob1304,sold,64,Brown Wool,-450,2026-05-23T21:33:24.486Z
Alithium12,Jacob1304,sold,2,Black Wool,-14.06,2026-05-23T21:33:24.486Z
Alithium12,Jacob1304,sold,640,Black Wool,-4500,2026-05-23T21:33:24.486Z
Alithium12,Jacob1304,sold,56,Gray Wool,-393.75,2026-05-23T21:33:24.486Z
azareoth,Jacob1304,bought,1536,Stone,2880,2026-05-23T21:29:24.486Z
MrSven007,Jacob1304,sold,1,Cherry Sapling,-3.91,2026-05-23T19:59:24.486Z
MrSven007,Jacob1304,sold,64,Cherry Sapling,-250,2026-05-23T19:59:24.486Z
MrSven007,Jacob1304,sold,31,Oak Sapling,-96.88,2026-05-23T19:59:25.288Z
MrSven007,Jacob1304,sold,256,Oak Sapling,-800,2026-05-23T19:59:25.288Z
MrSven007,Jacob1304,sold,76,Dark Oak Sapling,-213.75,2026-05-23T19:58:25.289Z
MrSven007,Jacob1304,sold,15,Birch Sapling,-46.88,2026-05-23T19:58:25.289Z
MrSven007,Jacob1304,sold,33,Acacia Sapling,-144.38,2026-05-23T19:58:25.289Z
MrSven007,Jacob1304,sold,442,Jungle Sapling,-1381.25,2026-05-23T19:58:25.289Z
_Klova,Jacob1304,bought,64,Brown Wool,485,2026-05-23T19:58:25.289Z
_Klova,Jacob1304,bought,3,Ender Pearl,450,2026-05-23T19:58:25.289Z
zarrolo,Jacob1304,bought,448,Hay Block,7000,2026-05-23T19:52:25.289Z
CopingPlains522,Jacob1304,sold,10,Cooked Beef,-78.13,2026-05-23T19:50:25.289Z
PVT_PYLE5h13t,Jacob1304,bought,1088,Experience Bottle,8075,2026-05-23T18:55:26.144Z
PVT_PYLE5h13t,Jacob1304,sold,320,Netherrack,-200,2026-05-23T18:50:26.145Z
VelvetyCake,Jacob1304,sold,32,Honeycomb Block,-100,2026-05-23T18:37:26.145Z
PVT_PYLE5h13t,Jacob1304,sold,64,Hay Block,-900,2026-05-23T18:19:26.145Z
Giraffecat77,Jacob1304,bought,512,Hay Block,8000,2026-05-23T17:33:26.145Z
rol1er_the_great,Jacob1304,sold,64,Honeycomb Block,-200,2026-05-23T16:06:26.145Z
azareoth,Jacob1304,bought,60,Iron Ingot,1650,2026-05-23T15:52:26.145Z
Giraffecat77,Jacob1304,bought,54,Gilded Blackstone,10800,2026-05-23T14:55:26.145Z
GreenEnderL,Jacob1304,bought,320,Andesite,810,2026-05-23T13:34:26.145Z
MrSven007,Jacob1304,sold,24,Jungle Sapling,-75,2026-05-23T12:56:26.145Z
MrSven007,Jacob1304,sold,300,Acacia Sapling,-1312.5,2026-05-23T12:56:26.981Z
MrSven007,Jacob1304,sold,47,Birch Sapling,-146.88,2026-05-23T12:56:26.981Z
MrSven007,Jacob1304,sold,192,Birch Sapling,-600,2026-05-23T12:56:26.981Z
MrSven007,Jacob1304,sold,614,Oak Sapling,-1918.75,2026-05-23T12:56:26.981Z
MrSven007,Jacob1304,sold,13,Blue Terracotta,-34.53,2026-05-23T12:53:26.981Z
MrSven007,Jacob1304,sold,128,Blue Terracotta,-340,2026-05-23T12:53:26.981Z
MrSven007,Jacob1304,sold,35,Oak Leaves,-82.03,2026-05-23T12:53:26.981Z
MrSven007,Jacob1304,sold,256,Oak Leaves,-600,2026-05-23T12:53:26.981Z
MrSven007,Jacob1304,sold,23,Glow Berries,-25.88,2026-05-23T12:33:26.981Z
MrSven007,Jacob1304,sold,1600,Glow Berries,-1800,2026-05-23T12:33:26.981Z
MrSven007,Jacob1304,sold,896,Oak Sapling,-2800,2026-05-23T12:33:27.785Z
MrSven007,Jacob1304,sold,251,Mangrove Propagule,-1568.75,2026-05-23T12:30:27.785Z
MrSven007,Jacob1304,sold,19,Dark Oak Sapling,-53.44,2026-05-23T12:30:27.785Z
MrSven007,Jacob1304,sold,320,Dark Oak Sapling,-900,2026-05-23T12:30:27.785Z
MrSven007,Jacob1304,sold,8,Spruce Sapling,-20.63,2026-05-23T12:30:27.786Z
MrSven007,Jacob1304,sold,1024,Spruce Sapling,-2640,2026-05-23T12:30:27.801Z
MrSven007,Jacob1304,sold,1584,Cherry Sapling,-6187.5,2026-05-23T12:28:27.801Z
MrSven007,Jacob1304,sold,403,Spider Eye,-6649.5,2026-05-23T12:28:27.801Z
Infinicht,Jacob1304,bought,6,Cooked Beef,86.72,2026-05-23T11:27:27.801Z
epicbasketballr,Jacob1304,bought,4,Ancient Debris,7820,2026-05-23T11:08:28.637Z
geolero,Jacob1304,bought,128,Sand,200,2026-05-23T09:04:28.654Z
VEoN_Marten,Jacob1304,bought,64,Yellow Wool,485,2026-05-23T07:31:28.654Z
VEoN_Marten,Jacob1304,bought,64,Blue Wool,485,2026-05-23T07:31:28.654Z
VEoN_Marten,Jacob1304,bought,64,Red Wool,485,2026-05-23T07:31:28.654Z
VEoN_Marten,Jacob1304,bought,64,Orange Wool,485,2026-05-23T07:31:28.654Z
3drop,Jacob1304,bought,128,Stone,240,2026-05-23T07:09:28.654Z
Mertilizm,Jacob1304,bought,10,Iron Ingot,275,2026-05-23T06:56:28.655Z
Project_43,Jacob1304,bought,384,Oak Leaves,930,2026-05-23T06:52:28.655Z
Project_43,Jacob1304,bought,1152,Birch Leaves,2790,2026-05-23T06:52:53.709Z
godwatcher1,Jacob1304,bought,2638,Nether Wart Block,3297.5,2026-05-23T06:39:53.710Z
zarrolo,Jacob1304,bought,1984,Dirt,5549,2026-05-23T05:59:53.710Z
zarrolo,Jacob1304,bought,64,Bamboo,110,2026-05-23T05:33:53.710Z
zarrolo,Jacob1304,bought,3328,Honey Block,31200,2026-05-23T04:46:53.710Z
Melodough,Jacob1304,bought,26,Packed Ice,243.75,2026-05-23T04:32:53.710Z
Melodough,Jacob1304,bought,20,Diamond,1020,2026-05-23T04:29:53.710Z
SirElite360,Jacob1304,sold,52,Experience Bottle,-243.75,2026-05-23T04:09:53.710Z
SirElite360,Jacob1304,sold,29,Pearlescent Froglight,-158.59,2026-05-23T04:08:53.710Z
SirElite360,Jacob1304,sold,23,Ochre Froglight,-125.78,2026-05-23T04:08:53.710Z
SirElite360,Jacob1304,sold,18,Verdant Froglight,-98.44,2026-05-23T04:08:54.515Z
Lordlardes,Jacob1304,bought,320,Experience Bottle,2375,2026-05-23T04:07:54.515Z
JOHNWICK5513,Jacob1304,sold,35,Baked Potato,-32.81,2026-05-23T03:57:54.515Z
JOHNWICK5513,Jacob1304,sold,384,Baked Potato,-360,2026-05-23T03:57:54.515Z
Lordlardes,Jacob1304,bought,64,Experience Bottle,475,2026-05-23T03:52:54.516Z
AmethystXY,Jacob1304,bought,384,Sandstone,2100,2026-05-23T03:52:54.516Z
AmethystXY,Jacob1304,bought,896,Smooth Sandstone,4200,2026-05-23T03:52:54.516Z
ukclutch,Jacob1304,bought,2479,Sugar Cane,3098.75,2026-05-23T03:50:54.516Z
Roranges120,Jacob1304,bought,36,Obsidian,450,2026-05-23T03:25:54.516Z
Roranges120,Jacob1304,bought,128,Soul Sand,498,2026-05-23T03:25:54.516Z
Roranges120,Jacob1304,sold,64,Soul Sand,-240,2026-05-23T03:25:55.340Z
Rexjopeck,Jacob1304,sold,128,Leather,-900,2026-05-23T03:19:55.340Z
Rexjopeck,Jacob1304,bought,896,Cooked Beef,12950,2026-05-23T02:40:55.340Z
Rexjopeck,Jacob1304,sold,64,Cooked Beef,-500,2026-05-23T02:40:55.341Z
Roranges120,Jacob1304,sold,9,Spruce Log,-23.2,2026-05-23T02:28:55.341Z
Roranges120,Jacob1304,sold,58,Orange Wool,-407.81,2026-05-23T02:27:55.341Z
Roranges120,Jacob1304,sold,28,Redstone Block,-535.94,2026-05-23T02:27:55.341Z
Roranges120,Jacob1304,sold,64,Redstone Block,-1225,2026-05-23T02:27:55.341Z
_ltx,Jacob1304,bought,190,Diamond,9690,2026-05-23T01:53:55.341Z
_ltx,Jacob1304,bought,256,Cooked Beef,3700,2026-05-23T01:51:55.341Z
BlackManSwag,Jacob1304,sold,5,Netherite Scrap,-4500,2026-05-23T01:33:56.195Z
Luabee,Jacob1304,bought,64,Honeycomb Block,390,2026-05-23T01:31:56.195Z
Luabee,Jacob1304,bought,64,Prismarine Bricks,750,2026-05-23T01:31:56.195Z
Luabee,Jacob1304,bought,128,Sugar Cane,160,2026-05-23T01:30:56.195Z
Luabee,Jacob1304,bought,64,Melon Slice,60,2026-05-23T01:30:56.196Z
Luabee,Jacob1304,bought,64,Beetroot,110,2026-05-23T01:30:56.196Z
3drop,Jacob1304,bought,64,Baked Potato,64,2026-05-23T01:23:56.196Z
Rexjopeck,Jacob1304,bought,70,Diamond,3570,2026-05-23T01:05:56.196Z
